"","sample_id","site_id","updated_sample_type","fake_kelp_height","year","month","day","sampling_round","lab_round","lab_blistering","water_type","aquarium_salinity","paper_aquarium_day","aquarium_day","position_of_meristem","desmerestia","extraction_kit_brand","lab_or_field_sampled","pcr_cycles","pcr_position","N.conduct","mean.conduct","sd.conduct","N.temp","mean.temp","sd.temp","se.conduct","lci.conduct","uci.conduct","se.temp","lci.temp","uci.temp"
"plate-3-well-2D_S228","plate-3-well-2D","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"plate-3-well-8G_S279","plate-3-well-8G","gw","meristem",NA,2021,6,24,6,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,27.3,0.117898261,3,14.53333333,0.288675135,0.068068593,27.18210174,27.41789826,0.166666667,14.20666667,14.86
"rock2-gw-2022-7-27","rock2-gw-2022-7-27","gw","rock",NA,2022,7,27,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate2-E6",3,27.35333333,0.542709253,3,16.53333333,0.4163332,0.313333333,26.81062408,27.89604259,0.240370085,16.06220797,17.0044587
"meristem12-gw-2022-7-27","meristem12-gw-2022-7-27","gw","meristem",NA,2022,7,27,15,8,"","ocean",20,"day0","D-1","submerged","no","zymo","field",25,"plate8-D7",3,27.35333333,0.542709253,3,16.53333333,0.4163332,0.313333333,26.81062408,27.89604259,0.240370085,16.06220797,17.0044587
"rock1-gw-2022-7-27","rock1-gw-2022-7-27","gw","rock",NA,2022,7,27,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate6-b10",3,27.35333333,0.542709253,3,16.53333333,0.4163332,0.313333333,26.81062408,27.89604259,0.240370085,16.06220797,17.0044587
"water1-gw-2022-7-27","water1-gw-2022-7-27","gw","water",NA,2022,7,27,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-C1",3,27.35333333,0.542709253,3,16.53333333,0.4163332,0.313333333,26.81062408,27.89604259,0.240370085,16.06220797,17.0044587
"water2-gw-2022-7-27","water2-gw-2022-7-27","gw","water",NA,2022,7,27,15,8,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate8-C2",3,27.35333333,0.542709253,3,16.53333333,0.4163332,0.313333333,26.81062408,27.89604259,0.240370085,16.06220797,17.0044587
"fakekelp-high1-tb-2022-4-19","fakekelp-high1-tb-2022-4-19","tb","fake_kelp","high",2022,4,19,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-A7",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"meristem1-tb-2022-4-19","meristem1-tb-2022-4-19","tb","meristem",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-D1",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"meristem2-tb-2022-4-19","meristem2-tb-2022-4-19","tb","meristem",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-D8",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"meristem3-tb-2022-4-19","meristem3-tb-2022-4-19","tb","meristem",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-F5",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"meristem4-tb-2022-4-19","meristem4-tb-2022-4-19","tb","meristem",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-H11",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"meristem6-tb-2022-4-19","meristem6-tb-2022-4-19","tb","meristem",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-C9",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"rock1-tb-2022-4-19","rock1-tb-2022-4-19","tb","rock",NA,2022,4,19,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-G1",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"rock2-tb-2022-4-19","rock2-tb-2022-4-19","tb","rock",NA,2022,4,19,8,1,"",NA,NA,"",NA,NA,"no",NA,"field",25,"plate4-B4",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"water1-tb-2022-4-19","water1-tb-2022-4-19","tb","water",NA,2022,4,19,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-E5",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"water2-tb-2022-4-19","water2-tb-2022-4-19","tb","water",NA,2022,4,19,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-C4",3,27.66666667,0.577350269,3,NA,NA,0.333333333,27.0893164,28.24401694,NA,NA,NA
"fakekelp-high1-gw-2022-5-3","fakekelp-high1-gw-2022-5-3","gw","fake_kelp","high",2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-A4",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem1-gw-2022-5-3","meristem1-gw-2022-5-3","gw","meristem",NA,2022,5,3,9,2,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-D5",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem10-gw-2022-5-3","meristem10-gw-2022-5-3","gw","meristem",NA,2022,5,3,9,2,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-F8",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem13-gw-2022-5-3","meristem13-gw-2022-5-3","gw","meristem",NA,2022,5,3,9,2,"","ocean",10,"day0","D-1",NA,"no","quiagen_plate","field",25,"plate2-H5",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem4-gw-2022-5-3","meristem4-gw-2022-5-3","gw","meristem",NA,2022,5,3,9,2,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-G7",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem7-gw-2022-5-3","meristem7-gw-2022-5-3","gw","meristem",NA,2022,5,3,9,2,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-D3",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"rock1-gw-2022-5-3","rock1-gw-2022-5-3","gw","rock",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3B6",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"rock2-gw-2022-5-3","rock2-gw-2022-5-3","gw","rock",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-E2",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"water1-gw-2022-5-3","water1-gw-2022-5-3","gw","water",NA,2022,5,3,9,2,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate3A11",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"meristem16gw202253","meristem16gw202253","gw","meristem",NA,2022,5,3,9,2,"","ocean",10,"day0","D-1","submerged","no","zymo","field",35,"plate8-F-5",3,27.76333333,0.068068593,3,10.3,0.1,0.03929942,27.69526474,27.83140193,0.057735027,10.18683935,10.41316065
"plate-1-well-6D_S68","plate-1-well-6D","lhp","meristem",NA,2021,4,29,2,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,1,27.94,NA,1,13.5,NA,NA,NA,NA,NA,NA,NA
"plate-2-well-10E_S101","plate-2-well-10E","lhp","rock",NA,2021,4,29,2,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,1,27.94,NA,1,13.5,NA,NA,NA,NA,NA,NA,NA
"plate-2-well-10F_S102","plate-2-well-10F","lhp","meristem",NA,2021,4,29,2,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,1,27.94,NA,1,13.5,NA,NA,NA,NA,NA,NA,NA
"plate-2-well-3E_S141","plate-2-well-3E","lhp","meristem",NA,2021,4,29,2,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,1,27.94,NA,1,13.5,NA,NA,NA,NA,NA,NA,NA
"plate-1-well-12H_S24","plate-1-well-12H","gw","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-1-well-2A_S33","plate-1-well-2A","gw","meristem",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-1-well-6A_S65","plate-1-well-6A","gw","meristem",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-2-well-11D_S108","plate-2-well-11D","gw","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-2-well-2A_S129","plate-2-well-2A","gw","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-2-well-9A_S185","plate-2-well-9A","gw","rock",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"plate-3-well-7H_S272","plate-3-well-7H","gw","meristem",NA,2021,4,30,2,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.06333333,0.251064401,3,10.36666667,0.404145188,0.144952099,27.81226893,28.31439773,0.233333333,9.909333333,10.824
"fakekelp-high1-scp-2022-4-18","fakekelp-high1-scp-2022-4-18","scp","fake_kelp","high",2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-B11",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"meristem3-scp-2022-4-18","meristem3-scp-2022-4-18","scp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-E11",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"meristem4-scp-2022-4-18","meristem4-scp-2022-4-18","scp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-F10",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"meristem5-scp-2022-4-18","meristem5-scp-2022-4-18","scp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-G3",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"meristem5-tb-2022-4-19","meristem5-tb-2022-4-19","scp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-B3",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"rock1-scp-2022-4-18","rock1-scp-2022-4-18","scp","rock",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3F9",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"rock2-scp-2022-4-18","rock2-scp-2022-4-18","scp","rock",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-C11",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"water2-scp-2022-4-18","water2-scp-2022-4-18","scp","water",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate4-C8",3,28.33333333,2.886751346,3,NA,NA,1.666666667,25.44658199,31.22008468,NA,NA,NA
"plate-2-well-10G_S103","plate-2-well-10G","gw","rock",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-2-well-5B_S154","plate-2-well-5B","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-2-well-7B_S170","plate-2-well-7B","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-2-well-7G_S175","plate-2-well-7G","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-3-well-1E_S221","plate-3-well-1E","gw","water",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-3-well-2C_S227","plate-3-well-2C","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-3-well-3E_S237","plate-3-well-3E","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-3-well-5D_S252","plate-3-well-5D","gw","meristem",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,"dry","no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-3-well-7A_S265","plate-3-well-7A","gw","rock",NA,2021,5,14,3,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,28.56666667,1.085418506,3,14.76666667,0.4163332,0.626666667,27.48124816,29.65208517,0.240370085,14.2955413,15.23779203
"plate-2-well-11C_S107","plate-2-well-11C","tb","rock",NA,2021,4,17,1,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,1,29.71,NA,1,15.3,NA,NA,NA,NA,NA,NA,NA
"plate-3-well-7B_S266","plate-3-well-7B","tb","water",NA,2021,4,17,1,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,1,29.71,NA,1,15.3,NA,NA,NA,NA,NA,NA,NA
"plate-1-well-11F_S14","plate-1-well-11F","gw","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-1-well-2C_S35","plate-1-well-2C","gw","water",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-1-well-2G_S39","plate-1-well-2G","gw","rock",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-2-well-11B_S106","plate-2-well-11B","gw","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-2-well-1B_S122","plate-2-well-1B","gw","rock",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-2-well-8C_S179","plate-2-well-8C","gw","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-2-well-8E_S181","plate-2-well-8E","gw","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-3-well-4F_S246","plate-3-well-4F","gw","water",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,29.79333333,0.192180471,3,11.96666667,0.305505046,0.110955447,29.60115286,29.9855138,0.176383421,11.62095516,12.31237817
"plate-1-well-4A_S49","plate-1-well-4A","tb","rock",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-1-well-5F_S62","plate-1-well-5F","tb","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-1-well-6B_S66","plate-1-well-6B","tb","rock",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-1-well-8C_S83","plate-1-well-8C","tb","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-2-well-10D_S100","plate-2-well-10D","tb","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-3-well-10B_S194","plate-3-well-10B","tb","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-3-well-1B_S218","plate-3-well-1B","tb","water",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"plate-3-well-9D_S284","plate-3-well-9D","tb","meristem",NA,2021,4,17,1,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,2,29.795,0.035355339,2,14.95,0.070710678,0.025,29.75964466,29.83035534,0.05,14.852,15.048
"fakekelp-high1-cp-2022-4-18","fakekelp-high1-cp-2022-4-18","cp","fake_kelp","high",2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-A12",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem1-cp-2022-4-18","meristem1-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-D4",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem2-cp-2022-4-18","meristem2-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-E4",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem3-cp-2022-4-18","meristem3-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-F7",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem4-cp-2022-4-18","meristem4-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-H4",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem5-cp-2022-4-18","meristem5-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-A8",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"meristem6-cp-2022-4-18","meristem6-cp-2022-4-18","cp","meristem",NA,2022,4,18,8,1,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-B11",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"rock1-cp-2022-4-18","rock1-cp-2022-4-18","cp","rock",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no",NA,"field",25,"plate3D7",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"rock2-cp-2022-4-18","rock2-cp-2022-4-18","cp","rock",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3H5",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"water1-cp-2022-4-18","water1-cp-2022-4-18","cp","water",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3F3",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"water2-cp-2022-4-18","water2-cp-2022-4-18","cp","water",NA,2022,4,18,8,1,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3B4",3,30,0,3,NA,NA,0,30,30,NA,NA,NA
"fakekelp-high1-gw-2022-4-19","fakekelp-high1-gw-2022-4-19","gw","fake_kelp","high",2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate1-C5",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"meristem1-gw-2022-4-19","meristem1-gw-2022-4-19","gw","meristem",NA,2022,4,19,8,1,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",25,"plate1-B9",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"meristem2-gw-2022-4-19","meristem2-gw-2022-4-19","gw","meristem",NA,2022,4,19,8,1,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-E11",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"meristem3-gw-2022-4-19","meristem3-gw-2022-4-19","gw","meristem",NA,2022,4,19,8,1,"","ocean",10,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate1-E12",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"meristem4-gw-2022-4-19","meristem4-gw-2022-4-19","gw","meristem",NA,2022,4,19,8,1,"","ocean",30,"day0","D-1","submerged","no","quiagen_plate","field",25,"plate1-H9",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"meristem5-gw-2022-4-19","meristem5-gw-2022-4-19","gw","meristem",NA,2022,4,19,8,1,"","ocean",20,"day0","D-1","submerged","no","quiagen_plate","field",35,"plate2-A10",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"rock1-gw-2022-4-19","rock1-gw-2022-4-19","gw","rock",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-F2",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
"rock2-gw-2022-4-19","rock2-gw-2022-4-19","gw","rock",NA,2022,4,19,8,1,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate4-B8",3,32.33333333,0.577350269,3,NA,NA,0.333333333,31.75598306,32.9106836,NA,NA,NA
